Text,Target
түр орлон гүйцэтгэж байсан,хүний оронд түр ажиллаж байсан
түр орлон гүйцэтгэх,хүний оронд түр ажиллаж байсан
түр орн тоонд ажилласан,хүний оронд түр ажиллаж байсан
түр орон тоо,хүний оронд түр ажиллаж байсан
түр орон тоо байсан,хүний оронд түр ажиллаж байсан
түр орон тоо буюу жирэмсний амралтаа авсан хүний орон тоо дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоо буюу хүүхдээ харж байгаа багшийн оронд ажилласан,хүний оронд түр ажиллаж байсан
түр орон тоо учир,хүний оронд түр ажиллаж байсан
түр орон тоо хүүхдээ харж байсан багшийн оронд,хүний оронд түр ажиллаж байсан
түр орон тоогоор байсан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байна,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан бөгөөд үндсэн ажилтан нь ажилдаа орсон,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан учраас,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажилласан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажилласан учир,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ауилласан,хүний оронд түр ажиллаж байсан
түр орон тоон дээр байсан,хүний оронд түр ажиллаж байсан
